cik,name,tags,score,rev_cur,rev_prev,op_cur,op_prev,ni_cur,ni_prev
723125,"Micron Technology, Inc.",S1+S3,0.991,41456000000,9301000000,33318000000,2169000000,28243000000,1885000000
1356090,"PRECIGEN, INC.",S2,0.984,54978000,856000,22642000,-31764000,20071000,-26642000
1735438,MeiraGTx Holdings plc,S2,0.979,321434000,3691000,244425000,-44793000,160720000,-38795000
1706431,"Vir Biotechnology, Inc.",S2,0.978,238946000,1214000,73467000,-118417000,80080000,-110958000
1377121,"PROTAGONIST THERAPEUTICS, INC.",S2,0.978,213475000,5546000,158766000,-42041000,162849000,-34771000
1655759,"ARVINAS, INC.",S2,0.973,249700000,22400000,164100000,-71500000,169400000,-61200000
1819576,LIQUIDIA     CORPORATION,S2,0.966,171679000,8837000,85517000,-37505000,74722000,-41579000
1596993,DORIAN LPG LTD.,S1+S3,0.966,187884848,84211966,142664853,15591809,138285022,10082101
1590877,REGENXBIO Inc.,S2,0.966,108019000,21359000,29263000,-63278000,22709000,-70871000
1679049,"INTERNATIONAL SEAWAYS, INC.",S1+S3,0.952,467287000,195641000,301348000,69367000,294925000,61646000
893538,SM ENERGY CO,S1+S3,0.944,2500000000,793000000,1496000000,295000000,1071000000,202000000
1141197,PEDEVCO CORP.,S2,0.928,46113000,6972000,15358000,-2244000,17454000,-1676000
1051627,AXT INC,S2,0.91,47589000,17974000,10423000,-6745000,11128000,-7008000
2074176,"Viper Energy, Inc.",S1+S3,0.908,658000000,287000000,428000000,135000000,142000000,37000000
1959455,Himalaya Shipping Ltd.,S1+S3,0.903,53700000,29900000,36700000,13600000,24600000,1100000
1070081,"PTC Therapeutics, Inc.",S2,0.901,360519000,178875000,148977000,-34957000,83496000,-64849000
718937,STAAR Surgical Co,S2,0.9,93535000,44320000,10101000,-29964000,8058000,-16812000
1673743,"Hinge Health, Inc.",S2,0.892,212817000,139098000,40440000,-580671000,43690000,-575651000
1434647,"Zevra Therapeutics, Inc.",S2,0.89,39663000,25881000,16777000,-71039000,8752000,74707000
1486159,Chord Energy Corporation,S2,0.887,2172685000,1180560000,602720000,-403215000,525186000,-389905000
1337298,FUTUREFUEL CORP.,S2,0.886,78726000,35673000,11251000,-15554000,11370000,-14190000
1321655,Palantir Technologies Inc.,S1+S3,0.883,1935464000,1003697000,912004000,269317000,1061890000,326727000
1001614,"Riley Exploration Permian, Inc.",S1+S3,0.88,165850000,85394000,87232000,28754000,87370000,30470000
1559432,"TXO Partners, L.P.",S2,0.876,134428000,75044000,57665000,-3715000,60771000,-135000
1710340,"Eton Pharmaceuticals, Inc.",S2,0.875,37589000,18928000,12794000,-1475000,11578000,-2585000
1866175,Crescent Energy Company,S1+S3,0.87,1394954000,897983000,580986000,79635000,492765000,153221000
1724965,Talos Energy Inc.,S2,0.869,664813000,424721000,198222000,-273592000,149667000,-185937000
1217234,"CAREDX, INC.",S2,0.862,131948000,86679000,113223000,-11121000,110636000,-8568000
97210,"TERADYNE, INC.",S1+S3,0.861,1328990000,651797000,437810000,90743000,374533000,78372000
1876042,"CIRCLE INTERNET GROUP, INC.",S2,0.859,33582000,23804000,34359000,-325582000,48221000,-482100000
1658566,PERMIAN RESOURCES CORPORATION,S1+S3,0.853,1858035000,1197596000,928176000,297485000,792464000,207137000
1818643,"PHOENIX ENERGY ONE, LLC",S1+S3,0.852,405851000,163834000,163535000,46699000,105985000,18698000
2029118,"INFINITY NATURAL RESOURCES, INC.",S1+S3,0.845,170410000,72471000,70504000,21679000,31752000,17988000
1451809,SiTime Corporation,S2,0.831,157432000,69494000,8215000,-24611000,18156000,-20179000
56978,"KULICKE AND SOFFA INDUSTRIES, INC.",S2,0.823,330409000,148413000,68266000,-6094000,57416000,-3289000
1299969,"Comstock Holding Companies, Inc.",S1+S3,0.804,22581000,12972000,6646000,1783000,8845000,1446000
934549,Acacia Research Corporation,S2,0.803,114562000,51237000,8516000,-12385000,47000,-3293000
1850351,"Liftoff Mobile, Inc.",S1+S3,0.8,219505000,162084000,77411000,44000,-4231000,-23783000
1098972,AGENUS INC,S2,0.796,34518000,25691000,11293000,-16711000,,
1787306,"ARCUTIS BIOTHERAPEUTICS, INC.",S2,0.795,129861000,81504000,16429000,-14611000,15009000,-15886000
719413,HECLA MINING COMPANY,S1+S3,0.792,333851000,218992000,145698000,57967000,117876000,57705000
1656472,CRONOS GROUP INC.,S2,0.792,53007000,33455000,7404000,-5324000,32085000,-39711000
1698990,Magnolia Oil & Gas Corp,S1+S3,0.786,478811000,318981000,239501000,107814000,181776000,78117000
1795586,"Chime Financial, Inc.",S2,0.781,669768000,528149000,21322000,-930638000,27850000,-923376000
1786117,"ALPINE INCOME PROPERTY TRUST, INC.",S1+S3,0.779,20002000,14863000,8707000,2491000,4191000,-1641000
717423,MURPHY OIL CORPORATION,S1+S3,0.776,926332000,683065000,354668000,92211000,232175000,22280000
1664703,BLOOM ENERGY CORPORATION,S2,0.775,1060746000,396256000,182237000,-3503000,,
882796,"BIOCRYST PHARMACEUTICALS, INC.",S1+S3,0.775,218250000,163353000,98465000,29786000,78395000,5085000
1713445,"Reddit, Inc.",S1+S3,0.774,804905000,499627000,231716000,67711000,252848000,89297000
1293818,CAPFORCE INC.,S1,0.77,50000000,4000000,44286364,3402775,42471082,3509992
1691303,"Warrior Met Coal, Inc.",S1+S3,0.768,509690000,297523000,94521000,7723000,87429000,5606000
1539838,"Diamondback Energy, Inc.",S1+S3,0.763,5562000000,3678000000,2512000000,1139000000,1882000000,699000000
793306,BLUE DOLPHIN ENERGY CO,S2,0.762,144255000,56583000,23726000,-629000,17736000,-1722000
2064124,"FIGURE TECHNOLOGY SOLUTIONS, INC.",S1+S3,0.757,225588000,106077000,77737000,27724000,87446000,29942000
1326200,GENCO SHIPPING & TRADING LIMITED,S2,0.756,136414000,80939000,21752000,-4262000,16649000,-6801000
821483,"Par Pacific Holdings, Inc.",S1+S3,0.754,2968869000,1893438000,634553000,96760000,462131000,59460000
1178670,"ALNYLAM PHARMACEUTICALS, INC.",S2,0.75,1290948000,773689000,231441000,-16199000,164494000,-72228000
2007855,"VENTURE GLOBAL, INC.",S1+S3,0.749,4578000000,3101000000,2188000000,1038000000,,
1735041,GREENLAND TECHNOLOGIES HOLDING CORPORATION,S2,0.741,29877328,21719786,5983065,-2323247,3503455,-3225268
1496443,"PAYSIGN, INC.",S1+S3,0.738,28252071,19078353,7010916,1437607,6756537,1387761
1446847,"IRONWOOD PHARMACEUTICALS, INC.",S1+S3,0.731,113041000,85239000,79307000,45321000,51291000,23599000
880631,"WisdomTree, Inc.",S1+S3,0.723,177160000,112621000,71811000,34632000,44284000,24777000
1609253,California Resources Corp,S1+S3,0.723,1056000000,702000000,511000000,267000000,514000000,172000000
827054,MICROCHIP TECHNOLOGY INCORPORATED,S1+S3,0.722,1484700000,1075500000,336800000,32100000,229800000,-18600000
915913,ALBEMARLE CORPORATION,S1+S3,0.718,1743313000,1329992000,452944000,47527000,479959000,22897000
1045810,NVIDIA CORP,S1,0.717,96221000000,46743000000,63734000000,28440000000,59688000000,26422000000
46080,"HASBRO, INC.",S2,0.712,1139600000,980800000,252500000,-798200000,160900000,-855800000
821189,"EOG RESOURCES, INC.",S1+S3,0.711,8620000000,5478000000,3528000000,1747000000,2724000000,1345000000
1469367,Sunrun Inc.,S2,0.706,869988000,569336000,34788000,-112249000,115152000,279773000
851310,HARMONIC INC.,S2,0.703,133462000,86918000,23631000,-754000,-2324000,2871000
1109116,ENTRAVISION COMMUNICATIONS CORPORATION,S2,0.703,227901000,100735000,29967000,-848000,,
1232524,Jazz Pharmaceuticals plc,S2,0.701,1208300000,1045700000,248200000,-686400000,192800000,-718500000
23795,"CTO REALTY GROWTH, INC.",S2,0.696,43831000,37638000,13251000,-12678000,15112000,-23418000
1776909,CURIOSITYSTREAM INC.,S3,0.694,23245000,19012000,9180000,480000,8882000,784000
894627,VAALCO ENERGY INC /DE/,S1+S3,0.693,135166000,96893000,43592000,17182000,42445000,8380000
2488,"ADVANCED MICRO DEVICES, INC",S2,0.691,11536000000,7685000000,1990000000,-134000000,2297000000,872000000
50863,INTEL CORPORATION,S2,0.688,16128000000,12859000000,1796000000,-3176000000,-11033000000,-2918000000
1023459,"Simulations Plus, Inc.",S2,0.684,21886000,20363000,4499000,-74226000,3575000,-67317000
1001838,SOUTHERN COPPER CORP/,S1+S3,0.683,4289000000,3051000000,2623200000,1587000000,,
928054,FLOTEK INDUSTRIES INC/CN,S1+S3,0.682,99367000,58350000,14886000,2587000,9953000,1768000
6281,"Analog Devices, Inc.",S1+S3,0.676,4021899000,2880348000,1612969000,818028000,1340090000,518518000
916789,HELEN OF TROY LIMITED,S2,0.674,402115000,371655000,60349000,-407038000,35762000,-450718000
1275014,"Ultra Clean Holdings, Inc.",S2,0.673,644900000,518800000,29500000,-141800000,8700000,-162000000
1288403,"W&T OFFSHORE, INC.",S2,0.672,162619000,122367000,22629000,-12853000,12561000,-20884000
1674862,ASHLAND INC.,S2,0.672,497000000,463000000,43000000,-708000000,,
2019410,"CARIS LIFE SCIENCES, INC.",S2,0.67,263712000,181398000,26926000,-17989000,-637000,-71790000
1893262,"J.P. Morgan Real Estate Income Trust, Inc.",S1,0.667,29339000,13236000,22904000,11937000,,
1163609,SOUTH DAKOTA SOYBEAN PROCESSORS LLC,S2,0.666,326921314,110640734,34160234,-1408409,23723087,-973147
3570,"CHENIERE ENERGY, INC.",S3,0.663,5677000000,4507000000,4290000000,2530000000,3068000000,1626000000
1600620,Aurinia Pharmaceuticals Inc.,S3,0.655,83220000,70008000,46341000,20083000,37414000,21513000
1039399,"FormFactor, Inc.",S1+S3,0.654,258242000,195798000,57799000,12306000,56207000,9086000
85535,"Royal Gold, Inc",S1,0.653,450539000,209643000,279938000,141840000,236393000,132349000
738214,"AEMETIS, INC",S2,0.65,62700000,52243000,5773000,-10674000,-9367000,-23395000
1922446,Diversified Energy Company,S1+S3,0.65,811908000,586697000,471797000,291382000,246949000,297738000
1384195,"Ring Energy, Inc.",S3,0.648,104681489,82602759,50274192,23475941,64793310,20634887
709283,QUANTUM CORP /DE/,S2,0.639,80803000,64286000,5038000,-12596000,-155293000,-17206000
1520006,Matador Resources Company,S3,0.639,1173423000,925678000,577322000,288664000,390652000,150225000
1498828,THE HOWARD HUGHES CORPORATION,S1,0.638,1009186000,260880000,280796000,73043000,,
1410098,CORMEDIX INC.,S1,0.638,101931000,39736000,42910000,19544000,25988000,19828000
949157,Century Aluminum Company,S3,0.637,752100000,628100000,211600000,18100000,249300000,-4600000
916540,DARLING INGREDIENTS INC.,S3,0.634,1724078000,1481518000,555238000,75868000,387312000,12661000
879585,"ATN INTERNATIONAL, INC.",S3,0.632,170549000,166484000,239732000,233000,167288000,-7026000
50725,GRIFFON CORPORATION,S2,0.625,481370000,449692000,115502000,-132054000,51632000,-120139000
874396,"LIFETIME BRANDS, INC.",S2,0.624,141569000,131862000,31625000,-37207000,19609000,-39699000
1534504,PBF ENERGY INC.,S1+S3,0.621,11678300000,7475300000,1272100000,43000000,906400000,-5200000
917520,INTEGRA LIFESCIENCES HOLDINGS CORP,S2,0.621,418761000,415605000,19285000,-512674000,4482000,-484073000
1060386,Brandywine Realty Trust,S2,0.615,128920000,120571000,19457000,-41327000,-31410000,-88669000
314203,McEWEN INC.,S2,0.611,59234000,46700000,7705000,-3375000,9606000,3040000
1570827,"Victory Capital Holdings, Inc.",S3,0.61,435361000,351212000,193749000,94214000,139404000,58734000
1751008,AppLovin Corporation,S1,0.607,1923686000,1258754000,1494277000,957682000,1266538000,819531000
84748,ROGERS CORP,S2,0.605,216800000,202800000,20000000,-67500000,13600000,-73600000
1451505,Transocean Ltd.,S2,0.604,966000000,988000000,152000000,-964000000,170000000,-938000000
1625297,"Indivior Pharmaceuticals, Inc.",S3,0.603,343000000,302000000,160000000,72000000,122000000,18000000
1334036,"CROCS, INC.",S2,0.602,1179468000,1149373000,285678000,-427516000,204887000,-492282000
2096300,AEVEX Corp.,S2,0.602,201791000,101134000,15371000,-3540000,2328000,-11844000
1709164,HAMILTON BEACH BRANDS HOLDING COMPANY,S3,0.602,142632000,127770000,43206000,5948000,33708000,4453000
1051512,"TELEPHONE AND DATA SYSTEMS, INC.",S2,0.597,255344000,270662000,373212000,-12307000,298366000,11571000
1681622,VAREX IMAGING CORPORATION,S2,0.597,210500000,203000000,22800000,-80700000,15700000,-89100000
821130,"ARRAY DIGITAL INFRASTRUCTURE, INC.",S2,0.596,54070000,888000000,399263000,-18190000,358696000,31496000
1853044,"Aeries Technology, Inc.",S1+S3,0.59,21918000,15330000,3360000,820000,1937000,1574000
1116463,"ORASURE TECHNOLOGIES, INC",S2,0.59,30639000,31242000,5440000,-18026000,6249000,-19693000
1697500,"SOLARIS ENERGY INFRASTRUCTURE, INC.",S1+S3,0.59,113682000,87435000,56513000,35569000,20486000,11955000
1981792,HOWARD HUGHES HOLDINGS INC.,S1,0.589,1122327000,260880000,239590000,67857000,158365000,-12144000
1309402,GREEN PLAINS INC.,S2,0.589,45870000,66189000,67874000,-28363000,67149000,-72238000
1254699,"QVC, Inc.",S2,0.584,1765000000,1984000000,62000000,-2272000000,-31000000,-2165000000
1802665,"HARMONY BIOSCIENCES HOLDINGS, INC.",S1+S3,0.583,261280000,200489000,89316000,48180000,75431000,39776000
1662991,SEZZLE INC.,S1,0.582,84721000,52016000,54961000,36086000,40765000,27604000
1355096,"QVC GROUP, INC.",S2,0.582,1998000000,2236000000,51000000,-2272000000,-40000000,-2222000000
1737706,SEADRILL LIMITED,S3,0.582,355000000,288000000,72000000,6000000,29000000,-42000000
1995807,LandBridge Company LLC,S1,0.581,66840000,47533000,44158000,28502000,12287000,7502000
317788,"DIGITAL TURBINE, INC.",S2,0.576,165983000,130926000,23061000,-4661000,-11329000,-14104000
1712184,Liberty Latin America Ltd.,S2,0.576,1102600000,1086700000,181200000,-333000000,-24000000,-423300000
1704711,"FUNKO, INC.",S2,0.576,207719000,193469000,22139000,-34747000,15384000,-40490000
318300,PEOPLES BANCORP INC.,S3,0.574,22044000,21268000,35638000,27453000,27953000,21212000
1158324,"COGENT COMMUNICATIONS HOLDINGS, INC.",S2,0.572,235559000,246247000,118943000,-31459000,66636000,-57807000
1482981,"The Vita Coco Company, Inc.",S3,0.571,216153000,168759000,63139000,25122000,49451000,22908000
1566011,PBF HOLDING COMPANY LLC,S2,0.567,11676300000,7465600000,1193800000,-6400000,1152100000,-60200000
95029,"STURM, RUGER & COMPANY, INC.",S2,0.566,158058000,132491000,7629000,-20716000,6981000,-17226000
1324404,"CF INDUSTRIES HOLDINGS, INC.",S3,0.565,2222000000,1890000000,1121000000,648000000,,
1581804,NAVIGATOR HOLDINGS LTD,S3,0.562,167936000,129635000,63088000,33039000,52985000,21453000
1438533,"TRAVERE THERAPEUTICS, INC.",S2,0.561,169584000,114449000,3954000,-12650000,-34797000,-12755000
1185348,"PRA Group, Inc",S3,0.561,372174000,287688000,153282000,85111000,57917000,42374000
1510295,Marathon Petroleum Corporation,S1+S3,0.56,51994000000,33799000000,7322000000,2197000000,5138000000,1216000000
2007596,"TWFG, Inc.",S1+S3,0.56,87511000,60308000,17587000,7363000,2371000,1957000
